CERT,NAME,CITY,STALP,ASSET
58675,Hanover Community Bank,Garden City Park,NY,2369373
8021,Crews Bank & Trust,Wauchula,FL,2364087
18204,First County Bank,Stamford,CT,2359213
14521,Bank Iowa,West Des Moines,IA,2348968
58243,John Marshall Bank,Reston,VA,2348668
57756,Coastal States Bank,Hilton Head Island,SC,2346155
14065,Vallant Bank,Elberton,GA,2345636
2138,Queensborough National Bank & Trust Company,Louisville,GA,2342102
58696,FVCbank,Fairfax,VA,2330933
26960,First Bank of the Lake,Osage Beach,MO,2326833
19123,First Western Bank & Trust,Minot,ND,2324050
22354,Commercial Bank,Harrogate,TN,2307886
10307,Builtwell Bank,Chattanooga,TN,2302796
1265,Cashmere Valley Bank,Cashmere,WA,2300997
8405,Farmers and Merchants Trust Company of Chambersburg,Chambersburg,PA,2298449
3864,The First National Bank of Fort Smith,Fort Smith,AR,2297413
26856,Falcon International Bank,Laredo,TX,2277493
9923,Anderson Brothers Bank,Mullins,SC,2275809
58536,Think Mutual Bank,Rochester,MN,2272510
18059,The Bank of Commerce,Ammon,ID,2255917
58513,The Bank of Princeton,Princeton,NJ,2253363
28513,"WaterStone Bank, SSB",Wauwatosa,WI,2252598
15555,Central Bank,Storm Lake,IA,2249066
26223,"Golden Bank, National Association",Houston,TX,2248800
1117,American Bank & Trust,Sioux Falls,SD,2242998
24563,Texas Community Bank,Laredo,TX,2240710
6623,LCNB National Bank,Lebanon,OH,2233698
30303,Maspeth Federal Savings and Loan Association,Maspeth,NY,2227906
23992,Country Bank for Savings,Ware,MA,2221191
57742,MainStreet Bank,Fairfax,VA,2220487
172,United Bank,Zebulon,GA,2216638
20741,"Pioneer Bank, National Association",Albany,NY,2212952
34888,Parke Bank,Sewell,NJ,2212532
8252,Omb Bank,Springfield,MO,2205885
14266,National Bank of Commerce,Superior,WI,2205753
1005,Isabella Bank,Mount Pleasant,MI,2203614
23275,Plumas Bank,Quincy,CA,2199524
253,Luana Savings Bank,Luana,IA,2198462
5854,"South Central Bank,  Inc.",Glasgow,KY,2166977
18734,"Newtek Bank, National Association",Miami,FL,2162070
25620,"Credit One Bank, National Association",Las Vegas,NV,2161721
17470,First Bank Chicago,Highland Park,IL,2161369
9204,Central Bank,Provo,UT,2149085
34681,"Crystal Lake Bank and Trust Company, National Association",Crystal Lake,IL,2148686
28263,"CFBank, National Association",Columbus,OH,2143460
5415,Security First Bank,Lincoln,NE,2139871
33758,Starion Bank,Bismarck,ND,2135629
30052,Blue Foundry Bank,Rutherford,NJ,2134039
16250,Marquette Bank,Chicago,IL,2125608
21573,Bank of Tennessee,Kingsport,TN,2120392
58811,One Florida Bank,Orlando,FL,2119347
28405,First Fed Bank,Port Angeles,WA,2115202
7151,The Lyons National Bank,Lyons,NY,2110424
5574,Citizens National Bank of Texas,Waxahachie,TX,2109952
4016,The First National Bank in Sioux Falls,Sioux Falls,SD,2105071
20488,Five Points Bank,Grand Island,NE,2101863
13063,Kennebunk Savings Bank,Kennebunk,ME,2099477
34068,Thomasville National Bank,Thomasville,GA,2095241
30182,Opportunity Bank of Montana,Helena,MT,2089318
17658,Norway Savings Bank,Norway,ME,2080808
6917,First Bank,Strasburg,VA,2076629
4160,Regent Bank,Tulsa,OK,2072897
19772,IncredibleBank,Wausau,WI,2058919
14712,First National Bank,Fort Pierre,SD,2046492
28453,Timberland Bank,Hoquiam,WA,2046279
58783,Oakworth Capital Bank,Birmingham,AL,2041261
21956,Montecito Bank & Trust,Santa Barbara,CA,2036398
3719,"American Commercial Bank & Trust, National Association",Ottawa,IL,2035262
26336,The Village Bank,Newton,MA,2033847
25258,"Pibank, National Association",Miami,FL,2028949
29147,NorthEast Community Bank,White Plains,NY,2019844
23293,Florence Bank,Florence,MA,2017659
29523,Peoples Bank,Munster,IN,2014507
15118,Gateway First Bank,Jenks,OK,2014346
4857,First United Bank & Trust,Oakland,MD,2012851
28116,Yakima Federal Savings and Loan Association,Yakima,WA,2011548
33457,Oak Valley Community Bank,Oakdale,CA,2009991
90188,Bankesb,Easthampton,MA,2009091
3809,"Peoples National Bank , N.A.",Mount Vernon,IL,2005305
33119,"Heritage Bank, Inc.",Burlington,KY,2004124
10667,Mabrey Bank,Bixby,OK,1994473
16216,The Farmers & Merchants Bank,Stuttgart,AR,1991136
57873,Commonwealth Business Bank,Los Angeles,CA,1990854
15809,Security State Bank & Trust,Fredericksburg,TX,1981114
14969,Kish Bank,Belleville,PA,1980496
58490,Beneficial State Bank,Oakland,CA,1973803
33188,Shinhan Bank America,New York,NY,1972804
18922,Tri City National Bank,Oak Creek,WI,1969645
20954,Citizens National Bank,Sevierville,TN,1959788
18402,Blackhawk Bank & Trust,Milan,IL,1955338
58264,Signature Bank,Rosemont,IL,1950418
28905,First Financial Bank,El Dorado,AR,1950198
19506,Bank of Springfield,Springfield,IL,1948394
4147,Bank 7,Oklahoma City,OK,1944068
2102,The Conway National Bank,Conway,SC,1940788
34254,"Planters Bank, Inc.",Hopkinsville,KY,1932462
32912,Whitaker Bank,Lexington,KY,1931310
2240,First American Bank,Artesia,NM,1931040
58689,South Atlantic Bank,Myrtle Beach,SC,1929221
18199,Newtown Savings Bank,Newtown,CT,1925047
3440,First Northern Bank of Dixon,Dixon,CA,1924057
4009,"BankWest, Inc.",Pierre,SD,1919735
34805,Mission Bank,Bakersfield,CA,1919385
58595,"Chain Bridge Bank, National Association",Mclean,VA,1918524
18258,Thomaston Savings Bank,Thomaston,CT,1907111
34207,Great Plains National Bank,Elk City,OK,1900140
7714,QNB Bank,Quakertown,PA,1899721
23286,Fall River Five Cents Savings Bank,Fall River,MA,1895394
18213,Fairfield County Bank,Ridgefield,CT,1887262
18355,North Dallas Bank & Trust Co.,Dallas,TX,1880365
4993,The Citizens National Bank of Meridian,Meridian,MS,1879784
90227,The Lowell Five Cent Savings Bank,Tewksbury,MA,1878566
3387,FirstBank Southwest,Amarillo,TX,1862376
24540,Bank of New England,Salem,NH,1848366
57228,Embassy Bank for the Lehigh Valley,Bethlehem,PA,1843103
10619,Hawthorn Bank,Jefferson City,MO,1842799
6123,Bank Of Clarke,Berryville,VA,1838119
19213,Security National Bank of Omaha,Omaha,NE,1836211
59074,Bank of Bird-in-Hand,Bird In Hand,PA,1835013
90259,North Easton Savings Bank,South Easton,MA,1834444
17897,Kennebec Savings Bank,Augusta,ME,1828069
22319,Legacy Bank & Trust Company,Mountain Grove,MO,1827411
6821,The National Bank of Blacksburg,Blacksburg,VA,1826168
4433,First Citizens Bank,Mason City,IA,1822778
58054,First Commerce Bank,Lakewood,NJ,1820457
57265,CCFBank National Association,Altoona,WI,1820156
15511,First State Bank,Gainesville,TX,1814144
59177,"Square Financial Services, Inc.",Salt Lake City,UT,1804237
1487,First Farmers and Merchants Bank,Columbia,TN,1794226
20015,Bessemer Trust Company,Woodbridge,NJ,1794219
14207,Lincoln Savings Bank,Reinbeck,IA,1780330
17751,Androscoggin Savings Bank,Lewiston,ME,1779609
18609,American Bank of Commerce,Wolfforth,TX,1777199
1711,Wellworth Bank,Lafayette,TN,1776310
660,The Adirondack Trust Company,Saratoga Springs,NY,1763293
5749,Foresight Bank,Winnebago,IL,1757504
9978,First State Bank of Uvalde,Uvalde,TX,1755759
59257,Climate First Bank,Saint Petersburg,FL,1751079
13198,Cornerstone Bank,Fargo,ND,1750393
18272,Community State Bank,Ankeny,IA,1740134
18238,Chelsea Groton Bank,Groton,CT,1737451
11771,Availa Bank,Carroll,IA,1737007
4506,"The Security National Bank of Sioux City, Iowa",Sioux City,IA,1736177
5956,Peoples Bank,Newton,NC,1733567
6862,Chesapeake Bank,Kilmarnock,VA,1724117
55130,"Servbank, National Association",Oswego,IL,1717890
58433,"Waterford Bank, N.A.",Toledo,OH,1717591
686,Journey Bank,Bloomsburg,PA,1714230
1209,"Commercial Bank of Texas, National Association",Nacogdoches,TX,1707118
5019,Southern Michigan Bank & Trust,Coldwater,MI,1704832
59378,"Erebor Bank, N.A.",Columbus,OH,1703431
3325,First National Bank of Central Texas,Waco,TX,1697242
15912,Ives Bank,Danbury,CT,1694155
5962,Sutton Bank,Attica,OH,1683330
34728,Independent Bank,Memphis,TN,1678841
18185,Community National Bank & Trust of Texas,Corsicana,TX,1676292
11236,Horicon Bank,Horicon,WI,1675596
26517,Cape & Coast Bank,Yarmouth Port,MA,1672894
8432,One Bank of Tennessee,Cookeville,TN,1670707
90173,East Cambridge Savings Bank,Cambridge,MA,1668521
384,The Ohio Valley Bank Company,Gallipolis,OH,1663062
1552,CBI Bank & Trust,Muscatine,IA,1657965
20818,Citizens Tri-County Bank,Dunlap,TN,1653503
57415,"Forcht Bank, National Association",Lexington,KY,1652652
8904,The Nodaway Valley Bank,Maryville,MO,1651548
26444,Everett Co-operative Bank,Everett,MA,1649986
34755,Virginia National Bank,Charlottesville,VA,1646148
16160,Waukesha State Bank,Waukesha,WI,1633576
89,Signature Bank of Arkansas,Fayetteville,AR,1628308
90169,Bluestone Bank,Raynham,MA,1627182
14158,Union Bank,Morrisville,VT,1624523
17180,Meredith Village Savings Bank,Meredith,NH,1622674
58504,Old Dominion National Bank,Charlottesville,VA,1620643
26523,Bankhometown,Oxford,MA,1620502
10618,BTC Bank,Bethany,MO,1618873
16418,BankSouth,Greensboro,GA,1617776
90235,Main Street Bank,Marlborough,MA,1612083
58534,Solera National Bank,Lakewood,CO,1611204
59093,International Bank of Commerce,Oklahoma City,OK,1610821
16389,Bank of Travelers Rest,Travelers Rest,SC,1602060
9172,Security Bank and Trust Company,Paris,TN,1601377
5826,Landmark National Bank,Manhattan,KS,1600806
1365,Peoples Bank and Trust Company,Mcpherson,KS,1599701
13339,The State Bank and Trust Company,Defiance,OH,1597487
34781,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",Ogden,UT,1592347
32629,First Savings Bank,Beresford,SD,1588238
19215,Benchmark Bank,Plano,TX,1585603
7848,Community Bank,Carmichaels,PA,1583033
6063,CorTrust Bank National Association,Mitchell,SD,1581898
12855,Farmers State Bank,Waterloo,IA,1579523
26381,"Bonvenu Bank, National Association",Bossier City,LA,1578903
15752,First State Bank,Mendota,IL,1578856
6636,THE VINTON COUNTY NATIONAL BANK,Mcarthur,OH,1577252
90251,Newburyport Five Cents Savings Bank,Newburyport,MA,1576539
14140,Northfield Savings Bank,Northfield,VT,1576055
17211,The Citizens Bank,Batesville,AR,1574662
8774,The Cecilian Bank,Cecilia,KY,1573393
57813,Sterling Bank,Poplar Bluff,MO,1571899
58090,FFB Bank,Fresno,CA,1571464
5615,Chambers Bank,Danville,AR,1570169
24823,International Finance Bank,Miami,FL,1565756
58310,US Metro Bank,Garden Grove,CA,1563129
31100,Security Federal Bank,Aiken,SC,1562169
57754,Providence Bank & Trust,South Holland,IL,1562101
5598,Troy Bank & Trust Company,Troy,AL,1560774
1435,Exchange Bank,Kearney,NE,1559458
5123,Deerwood Bank,Waite Park,MN,1557977
3787,Dieterich Bank,Effingham,IL,1550080
58424,Alma Bank,Astoria,NY,1548229
5694,PrimeSouth Bank,Blackshear,GA,1538347
59113,"Grasshopper Bank, N.A.",New York,NY,1532263
12204,"The Citizens Bank of Philadelphia, Mississippi",Philadelphia,MS,1528973
19608,The Park Bank,Madison,WI,1527658
29847,Main Street Bank Corp.,Wooster,OH,1526447
1373,BOM Bank,Natchitoches,LA,1522511
7404,First Keystone Community Bank,Berwick,PA,1521898
28533,First Bank Richmond,Richmond,IN,1513612
26299,Pacific National Bank,Miami,FL,1512885
8426,1st Summit Bank,Johnstown,PA,1512087
15572,First National Bank of Pulaski,Pulaski,TN,1507769
3210,The Moody National Bank,Galveston,TX,1507059
33823,Capital Community Bank,Provo,UT,1504994
17749,Bath Savings Institution,Bath,ME,1499837
58483,Pegasus Bank,Dallas,TX,1495075
4190,American Heritage Bank,Sapulpa,OK,1494982
18569,Peoples State Bank,Wausau,WI,1494913
90206,Greenfield Savings Bank,Greenfield,MA,1493176
12013,Union County Savings Bank,Elizabeth,NJ,1490109
19371,Relyance Bank,White Hall,AR,1479703
5673,Citizens Bank and Trust,Frostproof,FL,1476326
11670,Central Bank Illinois,Geneseo,IL,1474470
18194,Ascend Bank,Guilford,CT,1473506
8851,Park State Bank,Duluth,MN,1471716
7542,Ameriserv Financial Bank,Johnstown,PA,1468483
29922,Riverview Bank,Vancouver,WA,1461136
58752,Northwest Bank,Boise,ID,1461121
58239,Providence Bank,Rocky Mount,NC,1459963
228,American State Bank,Sioux Center,IA,1458577
35519,North State Bank,Raleigh,NC,1457821
17743,Saco & Biddeford Savings Institution,Saco,ME,1456967
29520,Washington Financial Bank,Washington,PA,1456256
34836,North American Banking Company,Roseville,MN,1453536
1402,Citizens Alliance Bank,Clara City,MN,1453104
58722,Meadows Bank,Las Vegas,NV,1452569
58,United Bank,Atmore,AL,1452054
13397,Bank of Utica,Utica,NY,1447578
22396,Central National Bank,Waco,TX,1446766
23537,Bankers' Bank,Madison,WI,1446572
23298,Watertown Savings Bank,Watertown,MA,1444429
19850,West Gate Bank,Lincoln,NE,1444197
58088,SouthPoint Bank,Birmingham,AL,1444006
32282,Malaga Bank F.S.B.,Palos Verdes Peninsula,CA,1442083
4666,"Armed Forces Bank, National Association",Fort Leavenworth,KS,1439702
28845,First Federal Savings Bank of Twin Falls,Twin Falls,ID,1437772
16553,Elkhorn Valley Bank & Trust,Norfolk,NE,1436345
22537,Peoples Bank of Alabama,Cullman,AL,1431998
25886,Rio Bank,Mcallen,TX,1425871
34352,"City First Bank, National Association",Washington,DC,1424577
58281,American Riviera Bank,Santa Barbara,CA,1422849
57497,Pathfinder Bank,Oswego,NY,1414854
57710,Greene County Commercial Bank,Catskill,NY,1411198
30544,Marquette Savings Bank,Erie,PA,1410572
8018,Grove Bank & Trust,Miami,FL,1410085
8668,Farmers & Merchants Bank,Timberville,VA,1407432
9176,Apex Bank,Camden,TN,1406483
20484,Benchmark Community Bank,Kenbridge,VA,1402760
14851,Citizens Bank,Elizabethton,TN,1401762
25738,Sovereign Bank,Shawnee,OK,1399061
20845,Wallis Bank,Wallis,TX,1398702
23998,State Bank of India (California),Los Angeles,CA,1394366
23472,"The Bank of New York Mellon Trust Company, National Association",Los Angeles,CA,1391736
17960,Merrimack County Savings Bank,Concord,NH,1390762
58626,GBank,Las Vegas,NV,1389768
58224,Column National Association,Chico,CA,1388684
15728,"Dakota Community Bank & Trust, National Association",Hebron,ND,1387693
8149,First American Bank and Trust,Vacherie,LA,1387108
34319,Southwestern National Bank,Houston,TX,1386995
27998,Guardian Savings Bank,West Chester,OH,1381983
4702,Central National Bank,Junction City,KS,1376153
5544,The City National Bank of Sulphur Springs,Sulphur Springs,TX,1373215
15970,Ulster Savings Bank,Kingston,NY,1371883
58095,Idaho First Bank,Mccall,ID,1371673
287,Community Financial Services Bank,Benton,KY,1370973
20989,Independence Bank,Havre,MT,1370658
57825,Truxton Trust Company,Nashville,TN,1370609
58739,Texas Security Bank,Dallas,TX,1370351
2832,First Bank of Alabama,Talladega,AL,1370032
11569,Alliance Bank,Sulphur Springs,TX,1369574
5033,The Dart Bank,Mason,MI,1368016
19502,First National Bank of Tennessee,Livingston,TN,1365377
11492,InBank,Raton,NM,1360927
8141,Sabine State Bank and Trust Company,Many,LA,1357381
59112,Studio Bank,Nashville,TN,1356213
13341,The Croghan Colonial Bank,Fremont,OH,1352351
57706,Summit Bank,Eugene,OR,1350574
34401,Fortis Bank,Denver,CO,1349328
28362,Century Bank,Santa Fe,NM,1348989
15032,First State Bank,Eastpointe,MI,1348773
17612,Central Bank,Houston,TX,1347254
29613,Rosedale Bank,Nottingham,MD,1346484
1678,Plains Commerce Bank,Sioux Falls,SD,1346131
26451,Fidelity Co-operative Bank,Leominster,MA,1344721
1978,The Yellowstone Bank,Laurel,MT,1343203
8892,SULLIVAN BANK,Sullivan,MO,1338745
6605,The Merchants National Bank,Hillsboro,OH,1338064
14899,Blue Sky Bank,Pawhuska,OK,1336844
12299,"SouthStar Bank, S.S.B.",Moulton,TX,1336572
1673,1st Financial Bank USA,Dakota Dunes,SD,1333008
14073,County National Bank,Hillsdale,MI,1331769
11935,First Texas Bank,Georgetown,TX,1329168
18489,Adams Bank & Trust,Ogallala,NE,1328835
1068,Cass Commercial Bank,Des Peres,MO,1328042
18100,CoreFirst Bank & Trust,Topeka,KS,1320825
5170,Bank Midwest,Spirit Lake,IA,1317428
26333,Genesee Regional Bank,Rochester,NY,1314433
11522,Liberty National Bank,Lawton,OK,1313993
90297,Webster Five Cents Savings Bank,Webster,MA,1312790
6861,SKYLINE NATIONAL BANK,Independence,VA,1309619
27619,Piedmont Federal Savings Bank,Winston Salem,NC,1307724
15657,Alliance Bank Central Texas,Woodway,TX,1306019
1027,Fm Bank And Trust,Blytheville,AR,1303870
90190,Martha's Vineyard Bank,Edgartown,MA,1297467
8011,Savings Bank of Mendocino County,Ukiah,CA,1293076
15324,Security Bank & Trust Company,Glencoe,MN,1290968
23041,Bank of the Pacific,Aberdeen,WA,1289807
16032,Rhinebeck Bank,Rhinebeck,NY,1284609
57269,"Signature Bank, National Association",Toledo,OH,1282436
31223,First Harrison Bank,Corydon,IN,1281783
9325,Jonesboro State Bank,Jonesboro,LA,1281701
58864,Coastal Carolina National Bank,Myrtle Beach,SC,1277396
2700,First Southern National Bank,Lancaster,KY,1277097
903,Amalgamated Bank of Chicago,Chicago,IL,1276984
2232,Pinnacle Bank - Wyoming,Cody,WY,1274405
12978,The Richwood Banking Company,Richwood,OH,1272143
12484,First Oklahoma Bank,Jenks,OK,1269526
35430,OptimumBank,Fort Lauderdale,FL,1268490
28316,FIDELITY BANK,New Orleans,LA,1266430
9139,"The Commercial and Savings Bank of Millersburg, Ohio",Millersburg,OH,1265131
34978,Synergy Bank,Houma,LA,1263618
14578,Farmers State Bank,Lagrange,IN,1260534
10685,Central Penn Bank & Trust,Mifflinburg,PA,1259608
16546,JD Bank,Jennings,LA,1259278
26395,MutualOne Bank,Framingham,MA,1256749
19288,Firstar Bank,Sallisaw,OK,1253608
58479,Bank of Central Florida,Lakeland,FL,1251302
16402,The Bennington State Bank,Salina,KS,1249914
24919,Uwharrie Bank,Albemarle,NC,1247557
3108,"Legend Bank, N.A.",Bowie,TX,1247150
13255,Midwest Bank,Pierce,NE,1245317
57176,Commerce West Bank,Irvine,CA,1243344
34966,First Capital Bank,Charleston,SC,1240094
16501,"First Bankers Trust Company, National Association",Quincy,IL,1237837
19482,Consumers National Bank,Minerva,OH,1237314
13953,Iowa State Bank,Hull,IA,1234983
6271,Community National Bank,Derby,VT,1234804
18229,Northwest Community Bank,Winsted,CT,1234701
16363,Capra Bank,Dubuque,IA,1233361
34211,Platte Valley Bank,Scottsbluff,NE,1229135
35014,nbkc bank,Leawood,KS,1228036
4697,The First National Bank of Hutchinson,Hutchinson,KS,1225665
16265,Peoples Bank,Rock Valley,IA,1221907
57953,Legacy National Bank,Springdale,AR,1221577
8255,Montgomery Bank,Sikeston,MO,1221231
18200,Dime Bank,Norwich,CT,1220818
22876,Southwest Missouri Bank,Carthage,MO,1220341
30879,"Provident Savings Bank, F.S.B.",Riverside,CA,1217531
1060,Wood & Huston Bank,Marshall,MO,1217421
16753,Citizens State Bank,Somerville,TX,1214543
12969,The Union Bank Company,Columbus Grove,OH,1212097
1299,Evolve Bank & Trust,West Memphis,AR,1208364
28530,Forward Bank,Marshfield,WI,1205618
21292,PeoplesSouth Bank,Colquitt,GA,1204901
20130,BankFirst,Norfolk,NE,1203870
16982,Bank of Pontiac,Pontiac,IL,1199826
20727,"Dallas Capital Bank, National Association",Dallas,TX,1199220
27510,Metro Bank,Pell City,AL,1196808
22308,West Michigan Community Bank,Hudsonville,MI,1196482
34997,BayFirst National Bank,Saint Petersburg,FL,1194708
11459,Mid America Bank,Jefferson City,MO,1194073
